"행정구역","2021년_거주자 인구수","2021년_세대수","2021년_남자 인구수","2021년_여자 인구수"
"전라남도 완도군 약산면(4689034000)","2,271","1,314","1,155","1,116"
"전라남도 완도군 청산면(4689035000)","2,042","1,194","1,001","1,041"
"전라남도 완도군 청산면모도출장소(4689035500)","221","134","118","103"
"전라남도 완도군 소안면(4689036000)","2,428","1,281","1,208","1,220"
"전라남도 완도군 금당면(4689037000)","964","546","478","486"
"전라남도 완도군 보길면(4689038000)","2,596","1,256","1,321","1,275"
"전라남도 완도군 생일면(4689039000)","807","501","431","376"
"전라남도 진도군 (4690000000)","29,976","16,621","14,862","15,114"
"전라남도 진도군 진도읍(4690025000)","10,719","5,288","5,281","5,438"
"전라남도 진도군 군내면(4690031000)","2,948","1,707","1,486","1,462"
"전라남도 진도군 고군면(4690032000)","3,561","1,935","1,741","1,820"
"전라남도 진도군 의신면(4690033000)","3,419","2,054","1,752","1,667"
"전라남도 진도군 임회면(4690034000)","3,377","2,000","1,641","1,736"
"전라남도 진도군 지산면(4690035000)","3,054","1,848","1,466","1,588"
"전라남도 진도군 조도면(4690036000)","2,258","1,416","1,162","1,096"
"전라남도 진도군 조도면가사출장소(4690036500)","261","165","139","122"
"전라남도 진도군 조도면거차출장소(4690036600)","379","208","194","185"
"전라남도 신안군 (4691000000)","38,022","21,662","20,336","17,686"
"전라남도 신안군 지도읍(4691025000)","4,179","2,404","2,197","1,982"
"전라남도 신안군 지도읍선도출장소(4691025100)","234","152","120","114"
"전라남도 신안군 압해읍(4691025300)","5,653","2,791","3,078","2,575"
"전라남도 신안군 압해읍매화출장소(4691025400)","226","152","114","112"
"전라남도 신안군 압해읍고이도출장소(4691025500)","217","130","124","93"
"전라남도 신안군 증도면(4691031000)","1,445","897","796","649"
"전라남도 신안군 증도면병풍출장소(4691031500)","310","177","176","134"
"전라남도 신안군 임자면(4691032000)","3,162","1,788","1,672","1,490"
"전라남도 신안군 자은면(4691033000)","2,270","1,299","1,207","1,063"
"전라남도 신안군 비금면(4691034000)","3,451","1,915","1,833","1,618"
"전라남도 신안군 도초면(4691035000)","2,456","1,438","1,256","1,200"
"전라남도 신안군 도초면우이도출장소(4691035500)","215","142","124","91"
"전라남도 신안군 흑산면(4691036000)","2,167","1,353","1,216","951"
"전라남도 신안군 흑산면가거도출장소(4691036500)","423","300","267","156"
"전라남도 신안군 흑산면태도출장소(4691036600)","193","131","114","79"
"전라남도 신안군 흑산면홍도출장소(4691036700)","447","249","250","197"
"전라남도 신안군 흑산면대둔도출장소(4691036800)","296","189","174","122"
"전라남도 신안군 하의면(4691037000)","1,696","1,004","909","787"
"전라남도 신안군 신의면(4691038000)","1,520","788","822","698"
"전라남도 신안군 장산면(4691039000)","1,516","936","805","711"
"전라남도 신안군 안좌면(4691040000)","2,723","1,609","1,417","1,306"
"전라남도 신안군 안좌면자라출장소(4691040500)","280","152","151","129"
"전라남도 신안군 팔금면(4691041000)","960","594","483","477"
"전라남도 신안군 암태면(4691042000)","1,983","1,072","1,031","952"
"경상북도  (4700000000)","2,616,627","1,268,221","1,318,237","1,298,390"
"경상북도 포항시 (4711000000)","501,906","230,561","254,240","247,666"
"경상북도 포항시 남구 (4711100000)","229,875","108,603","118,915","110,960"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,276","4,508","3,667","3,609"
"경상북도 포항시 남구 연일읍(4711125300)","30,195","12,265","15,375","14,820"
"경상북도 포항시 남구 오천읍(4711125600)","56,003","26,149","29,956","26,047"
"경상북도 포항시 남구 대송면(4711131000)","3,380","1,890","1,755","1,625"
"경상북도 포항시 남구 동해면(4711132000)","9,726","4,702","4,891","4,835"
"경상북도 포항시 남구 장기면(4711133000)","3,997","2,388","1,961","2,036"
"경상북도 포항시 남구 호미곶면(4711135000)","1,866","1,171","925","941"
"경상북도 포항시 남구 상대동(4711152500)","24,601","13,461","12,756","11,845"
"경상북도 포항시 남구 해도동(4711154500)","16,989","9,737","8,723","8,266"
"경상북도 포항시 남구 송도동(4711155000)","12,092","6,469","6,034","6,058"
"경상북도 포항시 남구 청림동(4711156000)","4,685","2,611","2,537","2,148"
"경상북도 포항시 남구 제철동(4711157000)","2,997","1,713","1,815","1,182"
"경상북도 포항시 남구 효곡동(4711158000)","30,542","11,285","15,546","14,996"
"경상북도 포항시 남구 대이동(4711159000)","25,526","10,254","12,974","12,552"
"경상북도 포항시 북구 (4711300000)","272,031","121,958","135,325","136,706"
"경상북도 포항시 북구 흥해읍(4711325000)","40,812","18,025","20,471","20,341"
"경상북도 포항시 북구 신광면(4711331000)","2,913","1,685","1,449","1,464"
"경상북도 포항시 북구 청하면(4711332000)","4,732","2,750","2,328","2,404"
"경상북도 포항시 북구 송라면(4711333000)","2,487","1,539","1,201","1,286"
"경상북도 포항시 북구 기계면(4711334000)","4,939","2,701","2,403","2,536"
"경상북도 포항시 북구 죽장면(4711335000)","2,140","1,382","1,069","1,071"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","608","359","304","304"
"경상북도 포항시 북구 기북면(4711336000)","1,307","758","645","662"
"경상북도 포항시 북구 중앙동(4711352000)","15,313","8,644","7,527","7,786"
"경상북도 포항시 북구 양학동(4711363000)","16,766","6,889","8,319","8,447"
"경상북도 포항시 북구 죽도동(4711365500)","19,785","11,384","9,747","10,038"
"경상북도 포항시 북구 용흥동(4711366500)","21,850","9,454","10,683","11,167"
"경상북도 포항시 북구 우창동(4711368000)","33,389","14,111","16,328","17,061"
"경상북도 포항시 북구 두호동(4711369000)","22,974","9,173","11,351","11,623"
"경상북도 포항시 북구 장량동(4711370000)","72,503","29,183","36,807","35,696"
"경상북도 포항시 북구 환여동(4711371000)","9,513","3,921","4,693","4,820"
"경상북도 경주시 (4713000000)","250,855","122,177","125,504","125,351"
"경상북도 경주시 감포읍(4713025000)","5,353","3,157","2,681","2,672"
"경상북도 경주시 안강읍(4713025300)","23,990","12,020","11,825","12,165"
"경상북도 경주시 건천읍(4713025600)","9,187","5,045","4,671","4,516"
"경상북도 경주시 외동읍(4713025900)","22,104","11,804","11,658","10,446"
"경상북도 경주시 문무대왕면(4713031500)","4,202","2,299","2,202","2,000"
"경상북도 경주시 양남면(4713032000)","6,258","3,472","3,324","2,934"
"경상북도 경주시 내남면(4713033000)","4,641","2,632","2,344","2,297"
"경상북도 경주시 산내면(4713034000)","3,219","2,040","1,591","1,628"
"경상북도 경주시 서면(4713035000)","3,091","1,797","1,550","1,541"
"경상북도 경주시 현곡면(4713036000)","21,668","8,447","10,653","11,015"
"경상북도 경주시 강동면(4713037000)","6,061","3,436","3,075","2,986"
"경상북도 경주시 천북면(4713038000)","5,659","2,958","2,955","2,704"
"경상북도 경주시 중부동(4713051500)","5,046","2,831","2,485","2,561"
"경상북도 경주시 황오동(4713053000)","6,238","3,474","3,014","3,224"
"경상북도 경주시 성건동(4713055000)","13,533","7,597","6,726","6,807"
"경상북도 경주시 황남동(4713057000)","4,427","2,496","2,188","2,239"
"경상북도 경주시 선도동(4713059000)","14,635","6,483","7,355","7,280"
"경상북도 경주시 월성동(4713060500)","5,796","2,875","2,854","2,942"
"경상북도 경주시 용강동(4713061500)","24,020","9,658","11,846","12,174"
"경상북도 경주시 황성동(4713062100)","28,244","11,184","13,865","14,379"
"경상북도 경주시 동천동(4713063000)","22,075","10,366","11,026","11,049"
"경상북도 경주시 불국동(4713065000)","9,692","5,113","4,768","4,924"
"경상북도 경주시 보덕동(4713066000)","1,716","993","848","868"
"경상북도 김천시 (4715000000)","139,808","68,018","70,069","69,739"
"경상북도 김천시 아포읍(4715025000)","7,785","3,976","3,888","3,897"
"경상북도 김천시 농소면(4715031000)","3,064","1,567","1,609","1,455"
"경상북도 김천시 남면(4715032000)","3,066","1,706","1,583","1,483"
"경상북도 김천시 개령면(4715034000)","2,398","1,243","1,225","1,173"
"경상북도 김천시 감문면(4715035000)","3,251","1,846","1,610","1,641"
"경상북도 김천시 어모면(4715036000)","3,996","2,091","2,044","1,952"
"경상북도 김천시 봉산면(4715037000)","3,051","1,559","1,571","1,480"
"경상북도 김천시 대항면(4715038000)","3,389","1,737","1,715","1,674"
"경상북도 김천시 감천면(4715039000)","1,927","973","991","936"
"경상북도 김천시 조마면(4715040000)","2,173","1,156","1,090","1,083"
"경상북도 김천시 구성면(4715041000)","2,748","1,626","1,369","1,379"
"경상북도 김천시 지례면(4715042000)","1,517","892","760","757"
"경상북도 김천시 부항면(4715043000)","1,226","730","615","611"
"경상북도 김천시 대덕면(4715044000)","2,246","1,407","1,129","1,117"
"경상북도 김천시 증산면(4715045000)","1,028","627","491","537"
"경상북도 김천시 자산동(4715051600)","6,516","3,638","3,301","3,215"
"경상북도 김천시 평화남산동(4715053600)","7,424","4,150","3,615","3,809"
"경상북도 김천시 양금동(4715056500)","3,790","1,977","1,847","1,943"
"경상북도 김천시 대신동(4715057500)","25,286","11,407","12,541","12,745"
"경상북도 김천시 대곡동(4715059500)","20,111","9,458","10,066","10,045"
"경상북도 김천시 지좌동(4715061000)","10,936","5,220","5,550","5,386"
"경상북도 김천시 율곡동(4715064000)","22,880","9,032","11,459","11,421"
"경상북도 안동시 (4717000000)","156,518","77,256","77,345","79,173"
"경상북도 안동시 풍산읍(4717025000)","6,349","3,524","3,215","3,134"
"경상북도 안동시 와룡면(4717031000)","3,970","2,105","2,042","1,928"
"경상북도 안동시 북후면(4717032000)","2,929","1,729","1,525","1,404"
"경상북도 안동시 서후면(4717033000)","3,461","1,903","1,834","1,627"
"경상북도 안동시 풍천면(4717034000)","6,998","4,030","3,561","3,437"
"경상북도 안동시 일직면(4717035000)","2,669","1,505","1,286","1,383"
"경상북도 안동시 남후면(4717036000)","1,713","986","854","859"
"경상북도 안동시 남선면(4717037000)","2,071","1,119","1,062","1,009"
"경상북도 안동시 임하면(4717038000)","2,789","1,722","1,451","1,338"
"경상북도 안동시 길안면(4717039000)","2,650","1,591","1,335","1,315"
"경상북도 안동시 임동면(4717040000)","1,698","1,019","878","820"
"경상북도 안동시 예안면(4717041000)","1,819","1,062","947","872"
"경상북도 안동시 도산면(4717042000)","1,577","936","829","748"
"경상북도 안동시 녹전면(4717043000)","1,723","971","891","832"
"경상북도 안동시 중구동(4717051000)","5,040","2,866","2,447","2,593"
"경상북도 안동시 명륜동(4717052000)","4,904","2,451","2,361","2,543"
"경상북도 안동시 용상동(4717055500)","21,952","10,412","10,901","11,051"
"경상북도 안동시 서구동(4717058500)","8,923","4,326","4,285","4,638"
"경상북도 안동시 태화동(4717060000)","12,984","6,450","6,451","6,533"
"경상북도 안동시 평화동(4717062000)","6,265","2,983","3,037","3,228"
"경상북도 안동시 안기동(4717063000)","6,149","2,804","3,034","3,115"
"경상북도 안동시 옥동(4717065000)","21,264","9,493","10,098","11,166"
"경상북도 안동시 송하동(4717066000)","16,112","7,061","7,836","8,276"
"경상북도 안동시 강남동(4717069000)","10,509","4,208","5,185","5,324"
"경상북도 구미시 (4719000000)","411,182","181,389","211,084","200,098"
"경상북도 구미시 선산읍(4719025000)","14,597","6,736","7,217","7,380"
"경상북도 구미시 고아읍(4719025300)","38,105","14,834","19,259","18,846"
"경상북도 구미시 산동읍(4719025600)","26,883","10,399","14,017","12,866"
"경상북도 구미시 무을면(4719031000)","1,823","1,020","905","918"
"경상북도 구미시 옥성면(4719032000)","1,677","915","862","815"
"경상북도 구미시 도개면(4719033000)","2,159","1,148","1,108","1,051"
"경상북도 구미시 해평면(4719034000)","3,977","2,135","2,082","1,895"
"경상북도 구미시 장천면(4719036000)","3,009","1,561","1,533","1,476"
"경상북도 구미시 송정동(4719051000)","24,017","10,730","11,822","12,195"
"경상북도 구미시 원평동(4719053500)","6,157","4,169","3,335","2,822"
"경상북도 구미시 도량동(4719055100)","29,057","11,821","14,176","14,881"
"경상북도 구미시 지산동(4719055500)","2,139","1,058","1,105","1,034"
"경상북도 구미시 선주원남동(4719056500)","38,791","16,306","19,666","19,125"
"경상북도 구미시 형곡1동(4719058200)","14,138","5,852","6,985","7,153"
"경상북도 구미시 형곡2동(4719058300)","16,536","7,127","8,285","8,251"
"경상북도 구미시 신평1동(4719059000)","3,232","1,918","1,811","1,421"
"경상북도 구미시 신평2동(4719060000)","3,097","1,498","1,680","1,417"
"경상북도 구미시 비산동(4719061000)","13,110","5,481","6,869","6,241"
"경상북도 구미시 광평동(4719063000)","4,256","2,079","2,298","1,958"
"경상북도 구미시 상모사곡동(4719064500)","30,905","13,055","16,083","14,822"
"경상북도 구미시 임오동(4719066000)","18,726","7,392","9,780","8,946"
"경상북도 구미시 인동동(4719067000)","47,822","22,340","24,765","23,057"
"경상북도 구미시 진미동(4719068000)","16,387","11,029","8,906","7,481"
"경상북도 구미시 양포동(4719069000)","46,188","18,638","24,102","22,086"
"경상북도 구미시 공단동(4719070000)","4,394","2,148","2,433","1,961"
"경상북도 영주시 (4721000000)","101,616","49,985","50,434","51,182"
"경상북도 영주시 풍기읍(4721025000)","10,445","5,437","5,194","5,251"
"경상북도 영주시 이산면(4721031000)","2,284","1,187","1,182","1,102"
"경상북도 영주시 평은면(4721032000)","1,415","781","722","693"
"경상북도 영주시 문수면(4721033000)","1,936","1,114","994","942"
"경상북도 영주시 장수면(4721034000)","2,140","1,160","1,081","1,059"
"경상북도 영주시 안정면(4721035000)","2,954","1,575","1,482","1,472"
"경상북도 영주시 봉현면(4721036000)","2,687","1,391","1,366","1,321"
"경상북도 영주시 순흥면(4721037000)","1,976","1,115","988","988"
"경상북도 영주시 단산면(4721038000)","1,829","1,073","902","927"
"경상북도 영주시 부석면(4721039000)","2,983","1,676","1,492","1,491"
"경상북도 영주시 상망동(4721051000)","7,397","3,438","3,691","3,706"
"경상북도 영주시 하망동(4721052500)","5,981","2,864","2,853","3,128"
"경상북도 영주시 영주1동(4721055000)","3,888","2,205","1,912","1,976"
"경상북도 영주시 영주2동(4721056000)","4,893","2,533","2,353","2,540"
"경상북도 영주시 휴천1동(4721059000)","6,503","2,791","3,222","3,281"
"경상북도 영주시 휴천2동(4721060000)","9,801","4,999","4,846","4,955"
"경상북도 영주시 휴천3동(4721061000)","7,577","3,535","3,759","3,818"
"경상북도 영주시 가흥1동(4721062000)","15,276","6,709","7,687","7,589"
"경상북도 영주시 가흥2동(4721063000)","9,651","4,402","4,708","4,943"
"경상북도 영천시 (4723000000)","101,585","53,643","51,574","50,011"
"경상북도 영천시 금호읍(4723025000)","10,614","6,119","5,560","5,054"
"경상북도 영천시 청통면(4723031000)","4,039","2,305","2,104","1,935"
"경상북도 영천시 신녕면(4723032000)","3,743","2,267","1,836","1,907"
"경상북도 영천시 화산면(4723033000)","3,197","1,806","1,679","1,518"
"경상북도 영천시 화북면(4723034000)","2,176","1,309","1,079","1,097"
"경상북도 영천시 화남면(4723035000)","3,233","1,876","1,702","1,531"
"경상북도 영천시 자양면(4723036000)","1,195","751","594","601"
"경상북도 영천시 임고면(4723037000)","4,182","2,344","2,125","2,057"
"경상북도 영천시 고경면(4723038000)","5,585","3,353","3,006","2,579"
"경상북도 영천시 북안면(4723039000)","4,395","2,603","2,284","2,111"
"경상북도 영천시 대창면(4723040000)","3,120","1,839","1,647","1,473"
"경상북도 영천시 동부동(4723051000)","28,188","13,038","13,891","14,297"
"경상북도 영천시 중앙동(4723052000)","9,664","4,605","4,844","4,820"
"경상북도 영천시 서부동(4723053500)","4,654","2,720","2,322","2,332"
"경상북도 영천시 완산동(4723054000)","9,516","4,341","4,694","4,822"
"경상북도 영천시 남부동(4723055500)","4,084","2,367","2,207","1,877"
"경상북도 상주시 (4725000000)","95,285","48,737","46,737","48,548"
"경상북도 상주시 함창읍(4725025000)","6,330","3,375","3,055","3,275"
"경상북도 상주시 중동면(4725031000)","1,375","781","670","705"
"경상북도 상주시 사벌국면(4725032500)","3,790","2,067","1,856","1,934"
"경상북도 상주시 낙동면(4725033000)","2,961","1,651","1,445","1,516"
"경상북도 상주시 낙동면동부출장소(4725033500)","962","560","474","488"
"경상북도 상주시 청리면(4725034000)","2,545","1,393","1,236","1,309"
"경상북도 상주시 공성면(4725035000)","3,888","2,129","1,920","1,968"
"경상북도 상주시 외남면(4725036000)","1,618","878","800","818"
"경상북도 상주시 내서면(4725037000)","1,889","1,056","967","922"
"경상북도 상주시 모동면(4725038000)","2,532","1,319","1,276","1,256"
"경상북도 상주시 모서면(4725039000)","1,704","951","868","836"
"경상북도 상주시 모서면서부출장소(4725039500)","744","424","357","387"
"경상북도 상주시 화동면(4725040000)","1,937","1,069","972","965"
"경상북도 상주시 화서면(4725041000)","2,785","1,476","1,356","1,429"
"경상북도 상주시 화북면(4725042000)","1,200","668","602","598"
"경상북도 상주시 화북면서부출장소(4725042600)","315","202","167","148"
"경상북도 상주시 외서면(4725043000)","2,637","1,466","1,255","1,382"
"경상북도 상주시 은척면(4725044000)","1,133","667","527","606"
"경상북도 상주시 은척면북부출장소(4725044500)","378","224","196","182"
"경상북도 상주시 공검면(4725045000)","2,107","1,199","1,005","1,102"
"경상북도 상주시 이안면(4725046000)","1,985","1,152","969","1,016"
"경상북도 상주시 화남면(4725047000)","786","479","378","408"
"경상북도 상주시 남원동(4725052000)","11,652","5,342","5,700","5,952"
"경상북도 상주시 북문동(4725053000)","9,335","4,420","4,688","4,647"
"경상북도 상주시 계림동(4725054000)","8,745","4,248","4,168","4,577"
"경상북도 상주시 동문동(4725055000)","7,842","3,772","3,810","4,032"
"경상북도 상주시 동성동(4725056000)","3,478","1,727","1,695","1,783"
"경상북도 상주시 신흥동(4725057000)","8,632","4,042","4,325","4,307"
"경상북도 문경시 (4728000000)","70,657","36,642","34,718","35,939"
"경상북도 문경시 문경읍(4728025000)","5,703","3,123","2,760","2,943"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,102","577","568","534"
"경상북도 문경시 가은읍(4728025300)","3,171","1,827","1,555","1,616"
"경상북도 문경시 가은읍북부출장소(4728025400)","882","535","473","409"
"경상북도 문경시 영순면(4728031000)","2,435","1,479","1,283","1,152"
"경상북도 문경시 산양면(4728032000)","3,049","1,723","1,540","1,509"
"경상북도 문경시 호계면(4728033000)","2,418","1,482","1,172","1,246"
"경상북도 문경시 산북면(4728034000)","2,765","1,629","1,378","1,387"
"경상북도 문경시 동로면(4728035000)","1,993","1,160","1,021","972"
"경상북도 문경시 마성면(4728036000)","3,511","2,105","1,670","1,841"
"경상북도 문경시 농암면(4728037000)","2,587","1,571","1,193","1,394"
"경상북도 문경시 점촌1동(4728057000)","5,704","2,793","2,784","2,920"
"경상북도 문경시 점촌2동(4728058000)","6,957","3,592","3,371","3,586"
"경상북도 문경시 점촌3동(4728059000)","9,029","4,322","4,483","4,546"
"경상북도 문경시 점촌4동(4728060000)","3,115","1,750","1,567","1,548"
"경상북도 문경시 점촌5동(4728061000)","16,236","6,974","7,900","8,336"
"경상북도 경산시 (4729000000)","267,148","123,830","134,192","132,956"
"경상북도 경산시 하양읍(4729025000)","27,920","12,647","14,052","13,868"
"경상북도 경산시 진량읍(4729025300)","35,421","16,912","18,462","16,959"
"경상북도 경산시 압량읍(4729025600)","20,682","10,403","10,989","9,693"
"경상북도 경산시 와촌면(4729031000)","5,702","2,975","3,062","2,640"
"경상북도 경산시 자인면(4729033000)","5,403","2,893","2,760","2,643"
"경상북도 경산시 용성면(4729034000)","3,263","1,818","1,710","1,553"
"경상북도 경산시 남산면(4729035000)","3,701","1,940","1,920","1,781"
"경상북도 경산시 남천면(4729037000)","2,896","1,521","1,490","1,406"
"경상북도 경산시 중방동(4729051000)","9,567","4,675","4,620","4,947"
"경상북도 경산시 중앙동(4729052000)","6,309","3,481","3,125","3,184"
"경상북도 경산시 남부동(4729053000)","19,916","8,480","9,807","10,109"
"경상북도 경산시 서부1동(4729054100)","35,430","15,217","16,811","18,619"
"경상북도 경산시 서부2동(4729054200)","36,087","13,976","17,303","18,784"
"경상북도 경산시 북부동(4729055000)","16,138","9,620","8,780","7,358"
"경상북도 경산시 동부동(4729056000)","38,713","17,272","19,301","19,412"
"경상북도 군위군 (4772000000)","22,869","13,190","11,723","11,146"
"경상북도 군위군 군위읍(4772025000)","8,124","4,261","4,207","3,917"
"경상북도 군위군 소보면(4772031000)","2,245","1,402","1,171","1,074"
"경상북도 군위군 효령면(4772032000)","3,743","2,145","1,931","1,812"
"경상북도 군위군 부계면(4772033000)","2,005","1,179","1,037","968"
"경상북도 군위군 우보면(4772034000)","1,930","1,207","966","964"
"경상북도 군위군 의흥면(4772035000)","2,351","1,411","1,142","1,209"
"경상북도 군위군 산성면(4772036000)","1,181","747","598","583"
"경상북도 군위군 삼국유사면(4772038000)","1,290","838","671","619"
"경상북도 의성군 (4773000000)","50,416","28,609","24,709","25,707"
"경상북도 의성군 의성읍(4773025000)","12,937","6,647","6,327","6,610"
"경상북도 의성군 단촌면(4773031000)","1,918","1,157","952","966"
"경상북도 의성군 점곡면(4773032000)","1,602","977","789","813"
"경상북도 의성군 옥산면(4773033000)","1,742","996","866","876"
"경상북도 의성군 사곡면(4773034000)","1,545","952","748","797"
"경상북도 의성군 춘산면(4773035000)","1,449","805","740","709"
"경상북도 의성군 가음면(4773036000)","1,451","855","725","726"
"경상북도 의성군 금성면(4773037000)","4,184","2,476","2,043","2,141"
"경상북도 의성군 봉양면(4773038000)","3,841","2,258","1,872","1,969"
"경상북도 의성군 비안면(4773039000)","2,541","1,507","1,251","1,290"
"경상북도 의성군 구천면(4773040000)","1,752","1,000","878","874"
"경상북도 의성군 단밀면(4773041000)","1,697","976","849","848"
"경상북도 의성군 단북면(4773042000)","1,780","1,026","855","925"
"경상북도 의성군 안계면(4773043000)","4,509","2,498","2,152","2,357"
"경상북도 의성군 다인면(4773044000)","3,722","2,162","1,816","1,906"
"경상북도 의성군 신평면(4773045000)","817","509","394","423"
"경상북도 의성군 안평면(4773046000)","2,119","1,268","1,063","1,056"
"경상북도 의성군 안사면(4773047000)","810","540","389","421"
"경상북도 청송군 (4775000000)","24,487","13,987","12,239","12,248"
"경상북도 청송군 청송읍(4775025000)","5,103","2,661","2,515","2,588"
"경상북도 청송군 주왕산면(4775031500)","1,807","1,085","906","901"
"경상북도 청송군 부남면(4775032000)","2,452","1,423","1,218","1,234"
"경상북도 청송군 현동면(4775033000)","2,085","1,185","1,043","1,042"
"경상북도 청송군 현서면(4775034000)","2,490","1,431","1,234","1,256"
"경상북도 청송군 안덕면(4775035000)","2,561","1,565","1,241","1,320"
"경상북도 청송군 파천면(4775036000)","1,736","1,047","876","860"
"경상북도 청송군 진보면(4775037000)","6,253","3,590","3,206","3,047"
"경상북도 영양군 (4776000000)","16,286","9,024","8,128","8,158"
"경상북도 영양군 영양읍(4776025000)","7,111","3,702","3,539","3,572"
"경상북도 영양군 입암면(4776031000)","2,085","1,210","1,006","1,079"
"경상북도 영양군 청기면(4776032000)","1,679","998","852","827"
"경상북도 영양군 일월면(4776033000)","1,761","988","873","888"
"경상북도 영양군 수비면(4776034000)","1,662","953","844","818"
"경상북도 영양군 석보면(4776035000)","1,988","1,173","1,014","974"
"경상북도 영덕군 (4777000000)","35,110","19,717","16,687","18,423"
"경상북도 영덕군 영덕읍(4777025000)","10,691","5,418","5,135","5,556"
"경상북도 영덕군 강구면(4777031000)","5,984","3,416","2,817","3,167"
"경상북도 영덕군 남정면(4777032000)","2,304","1,441","1,121","1,183"
"경상북도 영덕군 달산면(4777033000)","1,103","704","503","600"
"경상북도 영덕군 지품면(4777034000)","1,466","872","722","744"
"경상북도 영덕군 지품면원전출장소(4777034500)","520","307","246","274"
"경상북도 영덕군 축산면(4777035000)","894","524","422","472"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,632","970","762","870"
"경상북도 영덕군 영해면(4777036000)","6,172","3,369","2,879","3,293"
"경상북도 영덕군 병곡면(4777037000)","2,721","1,666","1,286","1,435"
"경상북도 영덕군 창수면(4777038000)","1,623","1,030","794","829"
"경상북도 청도군 (4782000000)","41,715","23,097","20,500","21,215"
"경상북도 청도군 화양읍(4782025000)","7,198","3,439","3,522","3,676"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,117","644","562","555"
"경상북도 청도군 청도읍(4782025300)","10,075","5,133","4,914","5,161"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,569","920","759","810"
"경상북도 청도군 각남면(4782031000)","2,149","1,280","1,025","1,124"
"경상북도 청도군 풍각면(4782032000)","3,843","2,264","1,885","1,958"
"경상북도 청도군 각북면(4782033000)","2,229","1,358","1,101","1,128"
"경상북도 청도군 이서면(4782034000)","4,498","2,507","2,191","2,307"
"경상북도 청도군 운문면(4782035000)","2,049","1,282","1,022","1,027"
"경상북도 청도군 금천면(4782036000)","3,266","1,998","1,656","1,610"
"경상북도 청도군 매전면(4782037000)","3,722","2,272","1,863","1,859"
"경상북도 고령군 (4783000000)","30,528","16,472","15,693","14,835"
"경상북도 고령군 대가야읍(4783025300)","9,859","4,996","4,975","4,884"
"경상북도 고령군 덕곡면(4783031000)","1,410","847","709","701"
"경상북도 고령군 운수면(4783032000)","1,806","1,095","917","889"
"경상북도 고령군 성산면(4783033000)","2,508","1,444","1,368","1,140"
"경상북도 고령군 다산면(4783034000)","8,277","4,120","4,296","3,981"
"경상북도 고령군 개진면(4783035000)","1,888","1,202","1,019","869"
"경상북도 고령군 우곡면(4783036000)","1,541","886","798","743"
"경상북도 고령군 쌍림면(4783037000)","3,239","1,882","1,611","1,628"
"경상북도 성주군 (4784000000)","42,698","23,499","22,136","20,562"
"경상북도 성주군 성주읍(4784025000)","13,489","6,646","6,840","6,649"
"경상북도 성주군 선남면(4784031000)","6,089","3,470","3,323","2,766"
"경상북도 성주군 용암면(4784032000)","3,625","2,155","1,989","1,636"
"경상북도 성주군 수륜면(4784033000)","3,126","1,927","1,561","1,565"
"경상북도 성주군 가천면(4784034000)","1,992","1,213","993","999"
"경상북도 성주군 금수면(4784035000)","1,192","768","626","566"
"경상북도 성주군 대가면(4784036000)","2,413","1,359","1,225","1,188"
"경상북도 성주군 벽진면(4784037000)","3,037","1,694","1,567","1,470"
"경상북도 성주군 초전면(4784038000)","4,409","2,410","2,244","2,165"
"경상북도 성주군 월항면(4784039000)","3,326","1,857","1,768","1,558"
"경상북도 칠곡군 (4785000000)","113,258","53,393","58,972","54,286"
"경상북도 칠곡군 왜관읍(4785025000)","32,499","14,809","16,325","16,174"
"경상북도 칠곡군 북삼읍(4785025300)","24,303","10,513","12,597","11,706"
"경상북도 칠곡군 석적읍(4785025600)","31,083","14,388","16,790","14,293"
"경상북도 칠곡군 지천면(4785031000)","4,063","2,373","2,175","1,888"
"경상북도 칠곡군 동명면(4785032000)","5,312","2,944","2,703","2,609"
"경상북도 칠곡군 가산면(4785033000)","3,417","1,982","1,853","1,564"
"경상북도 칠곡군 약목면(4785036000)","9,469","4,759","4,902","4,567"
"경상북도 칠곡군 기산면(4785037000)","3,112","1,625","1,627","1,485"
"경상북도 예천군 (4790000000)","55,618","27,670","27,330","28,288"
"경상북도 예천군 예천읍(4790025000)","14,507","7,330","7,145","7,362"
"경상북도 예천군 용문면(4790031000)","2,262","1,341","1,134","1,128"
"경상북도 예천군 감천면(4790034000)","2,600","1,490","1,293","1,307"
"경상북도 예천군 보문면(4790035000)","1,670","961","826","844"
"경상북도 예천군 호명면(4790036000)","19,930","7,949","9,753","10,177"
"경상북도 예천군 유천면(4790037000)","2,523","1,439","1,258","1,265"
"경상북도 예천군 용궁면(4790038000)","2,370","1,374","1,158","1,212"
"경상북도 예천군 개포면(4790039000)","1,488","915","720","768"
"경상북도 예천군 지보면(4790040000)","2,674","1,594","1,314","1,360"
"경상북도 예천군 풍양면(4790041000)","3,067","1,836","1,471","1,596"
"경상북도 예천군 효자면(4790042000)","1,159","691","580","579"
"경상북도 예천군 은풍면(4790043000)","1,368","750","678","690"
