,name,name_eng,problems
82700,학익초등학교병설유치원,Kindergarten attached to Hakik Elementary School,"[('유치원', 'Kindergarden')]"
82719,솔빛어린이집,Solbit Nursery,"[('어린이집', 'Daycare')]"
82827,사랑이샘솟는어린이집,Nursery school where love springs from,"[('어린이집', 'Daycare')]"
82942,나무향기어린이집,Tree Scent Nursery,"[('어린이집', 'Daycare')]"
82972,작은꽃어린이집,little flower nursery,"[('어린이집', 'Daycare')]"
83106,맘앤파파어린이집,Mom & Papa Nursery School,"[('어린이집', 'Daycare')]"
83126,예능서머힐어린이집,Entertainment Summer Hill Day care Center,"[('어린이집', 'Daycare')]"
83256,인천중장비운전학원 실습장,Incheon Heavy Equipment Driving School  Training Center,"[('학원', 'Academy')]"
83344,서일어학원,Seoil Language School,"[('학원', 'Academy')]"
83912,풍경채수학,landscape painting,"[('수학', 'Math')]"
84051,꿈을담는틀국어2관학원,Framed Korean Language School 2,"[('학원', 'Academy')]"
84052,한빛유치원,Hanbit Kindergarten,"[('유치원', 'Kindergarden')]"
84098,도토리어린이집,Acorn Nursery,"[('어린이집', 'Daycare')]"
84206,마리나엔젤어린이집,Marina Angel Nursery School,"[('어린이집', 'Daycare')]"
84237,용유초등학교병설유치원,Kindergarten attached to Yongyu Elementary School,"[('유치원', 'Kindergarden')]"
84309,좐앤리사 어학원,Zhuan & Lisa Language School,"[('학원', 'Academy')]"
84392,에이프릴어학원 송도국제2캠퍼스,April Language School Songdo International 2 Campus,"[('학원', 'Academy')]"
84425,예사랑어린이집 세화유치원,Yesarang Daycare Sehwa Kindergarten,"[('유치원', 'Kindergarden')]"
84472,아삽유치원,Asaph Kindergarten,"[('유치원', 'Kindergarden')]"
84735,은혜어린이집,Eunhye Nursery,"[('어린이집', 'Daycare')]"
84754,큰별아이어린이집,Big Byeol Child Nursery,"[('어린이집', 'Daycare')]"
84831,큰별어린이집,big star nursery,"[('어린이집', 'Daycare')]"
84848,비트특목학원,Beat Special School,"[('학원', 'Academy')]"
84922,한국직업능력전문학원,Korea Vocational Competency College,"[('학원', 'Academy')]"
85069,국공립병방어린이집,National and public hospital nursery,"[('어린이집', 'Daycare')]"
85071,하늘별어린이집,Sky Star Nursery School,"[('어린이집', 'Daycare')]"
85170,한샘아이어린이집,Hanssem Child Nursery,"[('어린이집', 'Daycare')]"
85321,순복음선교어린이집,Full Gospel Mission Day care Center,"[('어린이집', 'Daycare')]"
85376,렌쥴리아카데미연수학원,Renjuly Academy Training Institute,"[('수학', 'Math')]"
85489,박문유치원,Park Moon Kindergarten,"[('유치원', 'Kindergarden')]"
85712,신선초등학교병설유치원,Kindergarten attached to Sinseon Elementary School,"[('유치원', 'Kindergarden')]"
85764,릴리어린이집,lily nursery school,"[('어린이집', 'Daycare')]"
85799,영스몬테소리어린이집,Youngs Montessori Nursery School,"[('어린이집', 'Daycare')]"
85846,석천몬테소리어린이집,Seokcheon Montessori Day care Center,"[('어린이집', 'Daycare')]"
86052,다보혜어린이집,Dabohye Nursery School,"[('어린이집', 'Daycare')]"
86182,닥스어학원 송도캠퍼스,DAKS Language School Songdo Campus,"[('학원', 'Academy')]"
86318,다사랑어린이집,Dasarang Nursery School,"[('어린이집', 'Daycare')]"
86343,홍선생미술 서구청라지사,Seo-gu Cheongna Branch,"[('미술', 'Art')]"
86385,맑은소리음악보습학원,clear sound music training school,"[('학원', 'Academy')]"
86387,슈만음악학원,Schumann School of Music,"[('학원', 'Academy')]"
86452,한스랭어학원 송도캠퍼스,Hanslang Language School Songdo Campus,"[('학원', 'Academy')]"
86474,예꿈어린이집,Yes Dream Nursery,"[('어린이집', 'Daycare')]"
86538,EiE어학원 인천가정캠퍼스,EiE Language School Incheon Home Campus,"[('학원', 'Academy')]"
86598,정수학전문학원,Water purification institute,"[('학원', 'Academy'), ('수학', 'Math')]"
86660,삼성영어 주안초교실,Samsung English Juan Elementary School,"[('교실', 'Class')]"
86673,효성자동차운전전문학원,Hyosung Motor  Driving School,"[('학원', 'Academy')]"
86741,부평엘어린이집,Bupyeong L Nursery,"[('어린이집', 'Daycare')]"
86907,CARLSBAD영수학원,CARLSBAD academy,"[('수학', 'Math')]"
86952,예일음악학원,Yale School of Music,"[('학원', 'Academy')]"
87055,예크어린이집,Yek Nursery,"[('어린이집', 'Daycare')]"
87105,사과나무어린이집,Apple Tree Nursery,"[('어린이집', 'Daycare')]"
87118,큰나무어린이집,big tree nursery,"[('어린이집', 'Daycare')]"
87126,꿈동산어린이집,Dream Garden Nursery School,"[('어린이집', 'Daycare')]"
87234,정학원,full school,"[('학원', 'Academy')]"
87377,검단초등학교병설유치원,Kindergarten attached to Geomdan Elementary School,"[('유치원', 'Kindergarden')]"
87446,꿈나라유치원,Dreamland Kindergarten,"[('유치원', 'Kindergarden')]"
87615,프라임국어학원,Prime Korean Language School,"[('학원', 'Academy')]"
87627,감자꽃어린이집,Potato Flower Nursery,"[('어린이집', 'Daycare')]"
87817,꼬망스어린이집,Komance Nursery School,"[('어린이집', 'Daycare')]"
87983,희망찬유치원,Hopeful Kindergarten,"[('유치원', 'Kindergarden')]"
87996,공항세관하늘어린이집,Airport Customs Sky Nursery,"[('어린이집', 'Daycare')]"
88236,경인여자대학교부속유치원,Kyungin Women's University Kindergarten,"[('유치원', 'Kindergarden')]"
88315,붕붕어린이집,Bungbung Nursery School,"[('어린이집', 'Daycare')]"
88333,예찬어린이집,Yechan Nursery School,"[('어린이집', 'Daycare')]"
88415,능내초등학교병설유치원,Kindergarten attached to Neungnae Elementary School,"[('유치원', 'Kindergarden')]"
88466,유원유치원,Amusement Park Kindergarten,"[('유치원', 'Kindergarden')]"
88750,예사랑어린이집,Yesarang Nursery School,"[('어린이집', 'Daycare')]"
88814,피터팬 어린이집,peter pan nursery,"[('어린이집', 'Daycare')]"
88901,눈높이러닝센터 동수학원,Noonnoppi Learning Center Dongsu Academy,"[('수학', 'Math')]"
89063,꿈이자라는어린이집,The dream nursery,"[('어린이집', 'Daycare')]"
89187,진달래어린이집,Azalea Nursery,"[('어린이집', 'Daycare')]"
89336,귤현아라어린이집,Tangerine Hyun Ara Nursery School,"[('어린이집', 'Daycare')]"
89444,정상어학원 검단분원,Jeongsang Language School Geomdan Branch,"[('학원', 'Academy')]"
89562,파란학원,blue school,"[('학원', 'Academy')]"
89719,이엠탑영수전문학원,EM Top Reception School,"[('학원', 'Academy')]"
89804,수채화어린이집,watercolor nursery,"[('어린이집', 'Daycare')]"
89906,정철어학원주니어 학익캠퍼스,Jeongcheol Language School Junior Hakik Campus,"[('학원', 'Academy')]"
90176,잼잼어린이집,Jam Jam Nursery School,"[('어린이집', 'Daycare')]"
90323,아기별 어린이집,Baby Star Nursery,"[('어린이집', 'Daycare')]"
90376,큰별어린이집,big star nursery,"[('어린이집', 'Daycare')]"
90460,예랑어린이집,Yerang Nursery School,"[('어린이집', 'Daycare')]"
90467,해서초등학교병설유치원,Haesae Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
90712,토브어린이집,Tobe Nursery School,"[('어린이집', 'Daycare')]"
90956,서창비욘드어학원,Seochang Beyond Language School,"[('학원', 'Academy')]"
91041,이음국어 학원,Foreign language school,"[('학원', 'Academy')]"
91049,참사랑어린이집,Chamsarang Nursery School,"[('어린이집', 'Daycare')]"
91219,호반샛별어린이집,Lakeside Saetbyeol Nursery School,"[('어린이집', 'Daycare')]"
91287,기아자동차운전전문학원,Kia Motor Driving School,"[('학원', 'Academy')]"
91292,연수유치원,training kindergarten,"[('유치원', 'Kindergarden')]"
91395,아이사랑어린이집,child love nursery,"[('어린이집', 'Daycare')]"
91418,키즈베어어린이집,Kids Bear Nursery,"[('어린이집', 'Daycare')]"
91437,유경원어린이집,Yoo Kyung-won Nursery School,"[('어린이집', 'Daycare')]"
91469,미산초등학교병설유치원,Kindergarten attached to Misan Elementary School,"[('유치원', 'Kindergarden')]"
91745,가현초등학교병설유치원,Kindergarten attached to Gahyeon Elementary School,"[('유치원', 'Kindergarden')]"
91770,MD수학영어국어학원,MD Mathematics English Language School,"[('학원', 'Academy')]"
91981,한국직업능력전문학원,Korea Vocational Competency College,"[('학원', 'Academy')]"
92141,큰별재능어린이집,Big Byeol Talent Nursery School,"[('어린이집', 'Daycare')]"
92147,콩알콩알어린이집,Kongal Kongal Nursery,"[('어린이집', 'Daycare')]"
92451,뉴예일음악학원,New Yale School of Music,"[('학원', 'Academy')]"
92519,청라국제어린이집,Cheongna International Day care Center,"[('어린이집', 'Daycare')]"
92812,소명유치원,Somyung Kindergarten,"[('유치원', 'Kindergarden')]"
92903,초록나무어린이집,Green Tree Nursery,"[('어린이집', 'Daycare')]"
92922,강화자동차운전전문학원,Ganghwa Motor Driving School,"[('학원', 'Academy')]"
92984,포근한어린이집,cozy nursery,"[('어린이집', 'Daycare')]"
93006,붕붕어린이집,Bungbung Nursery School,"[('어린이집', 'Daycare')]"
93011,상식있는수학학원,Common sense math school,"[('학원', 'Academy')]"
93149,연세자동차운전전문학원,Yonsei Auto Driving School,"[('학원', 'Academy')]"
93225,놀이하는아이미술학원,Playing child art school,"[('학원', 'Academy')]"
93449,청담어학원 청라국제브랜치,Cheongdam Language School Cheongna International Branch,"[('학원', 'Academy')]"
93676,토파즈어린이집,Topaz Nursery School,"[('어린이집', 'Daycare')]"
93719,하늘꿈어린이집,Sky Dream Nursery,"[('어린이집', 'Daycare')]"
93834,정상어학원 부평계양분원,Sangsang Language School Bupyeong Gye Nursing Branch,"[('학원', 'Academy')]"
93863,갈산숲어린이집,Galsan Forest Nursery School,"[('어린이집', 'Daycare')]"
93864,푸른솔어린이집,Bluesol Nursery School,"[('어린이집', 'Daycare')]"
93904,돌고래어린이집,Dolphin Nursery,"[('어린이집', 'Daycare')]"
93933,수학의 신 학원,new school of mathematics,"[('학원', 'Academy')]"
94266,좋은나무어린이집,good tree nursery,"[('어린이집', 'Daycare')]"
94303,이도성국어학원,Idoseong Korean Language School,"[('학원', 'Academy')]"
94388,한울유치원,Hanul Kindergarten,"[('유치원', 'Kindergarden')]"
94416,예음어린이집,Yeeum Nursery School,"[('어린이집', 'Daycare')]"
94562,으뜸에듀센터어린이집,Best Edu Center Day care Center,"[('어린이집', 'Daycare')]"
94818,노틀담유치원,Notre Dame Kindergarten,"[('유치원', 'Kindergarden')]"
94820,예쁜뜰어린이집,Pretty Garden Nursery,"[('어린이집', 'Daycare')]"
94835,백합어린이집,Lily Nursery,"[('어린이집', 'Daycare')]"
95047,엄마랑어린이집,mother and child,"[('어린이집', 'Daycare')]"
95125,간석키즈어린이집,Ganseok Kids Day care Center,"[('어린이집', 'Daycare')]"
95194,푸르미어린이집,Purmi Nursery School,"[('어린이집', 'Daycare')]"
95242,솜사탕어린이집,Cotton Candy Nursery,"[('어린이집', 'Daycare')]"
95272,튼튼어린이집,strong nursery,"[('어린이집', 'Daycare')]"
95312,삼성발도르프어린이집,Samsung Waldorf Nursery School,"[('어린이집', 'Daycare')]"
95372,독학재수학원 잇올 스파르타 인천 연수송도센터 1관,Self-studying Academy Itall Sparta Incheon Yeonsu Songdo Center Building 1,"[('수학', 'Math')]"
95389,아이씨에스어학원,ivy college eight school,"[('학원', 'Academy')]"
95437,그림나라유치원,Grimnara Kindergarten,"[('유치원', 'Kindergarden')]"
95440,꿀단지어린이집,Honey Jar Nursery,"[('어린이집', 'Daycare')]"
95471,조은어린이집,Jo Eun Nursery,"[('어린이집', 'Daycare')]"
95568,예니숲어린이집,Yeni Forest Nursery School,"[('어린이집', 'Daycare')]"
95840,초록아트어린이집,Green Art Nursery,"[('어린이집', 'Daycare')]"
95842,예꿈나무어린이집,Yes Dream Tree Nursery,"[('어린이집', 'Daycare')]"
95866,미르어린이집,Mir Nursery,"[('어린이집', 'Daycare')]"
96204,가정초등학교병설유치원,Kindergarten attached to Gajeong Elementary School,"[('유치원', 'Kindergarden')]"
96371,잼잼어린이집,Jam Jam Nursery School,"[('어린이집', 'Daycare')]"
96659,조은어린이집,Jo Eun Nursery,"[('어린이집', 'Daycare')]"
96861,서창꿈나무어린이집,Seochang Dream Tree Nursery,"[('어린이집', 'Daycare')]"
96945,당산지앤비어학원,Dangsan G&B Language School,"[('학원', 'Academy')]"
97118,이든유치원,Eden Kindergarten,"[('유치원', 'Kindergarden')]"
97138,간석초어린이집,Ganseok Elementary School,"[('어린이집', 'Daycare')]"
97283,준수학교습소,compliance school,"[('수학', 'Math')]"
97303,청원유치원,Cheongwon Kindergarten,"[('유치원', 'Kindergarden')]"
97318,이병우수학학원,Lee Byung Excellence Academy,"[('수학', 'Math')]"
97324,아트앤어학원,Art and language school,"[('학원', 'Academy')]"
97629,만석초등학교병설유치원,Kindergarten attached to Manseok Elementary School,"[('유치원', 'Kindergarden')]"
97630,하늘꿈어린이집,Sky Dream Nursery,"[('어린이집', 'Daycare')]"
97751,MAX영수학원,MAX Youngsu Academy,"[('수학', 'Math')]"
97831,계산새론어린이집,Gyesan Saeron Nursery School,"[('어린이집', 'Daycare')]"
97835,튼튼어린이집,strong nursery,"[('어린이집', 'Daycare')]"
97953,산울림유치원,Sanullim Kindergarten,"[('유치원', 'Kindergarden')]"
98132,스마트해법영어 스마트해법수학 인천가좌한신교실,Smart Solution English  Smart Solution Math  Gajawa Hanshin Classroom,"[('인천', 'Incheon')]"
98230,샤론어린이집,Sharon Nursery School,"[('어린이집', 'Daycare')]"
98321,해와달유치원,Sun and Moon Kindergarten,"[('유치원', 'Kindergarden')]"
98531,서창푸른빛어린이집,Seochang Blue Light Nursery,"[('어린이집', 'Daycare')]"
98743,아이꿈터어린이집,Child Dream Nursery,"[('어린이집', 'Daycare')]"
98769,사랑이넘치는어린이집,Nursery full of love,"[('어린이집', 'Daycare')]"
98833,한아름어린이집,Han Ah Reum Nursery,"[('어린이집', 'Daycare')]"
98835,인천송도꿈유치원,Incheon Songdo Dream Kindergarten,"[('유치원', 'Kindergarden')]"
98861,동화나라어린이집,fairy tale country nursery school,"[('어린이집', 'Daycare')]"
99146,부개사랑어린이집,Boogae Love Nursery School,"[('어린이집', 'Daycare')]"
99203,국두국어학원 1관,Gukdu Korean Language Institute Building 1,"[('학원', 'Academy')]"
99359,삼산초등학교 병설유치원,Kindergarten attached to Samsan Elementary School,"[('유치원', 'Kindergarden')]"
99488,숲속어린이집,Forest Nursery,"[('어린이집', 'Daycare')]"
99489,미상지어린이집,unknown Day care Center,"[('어린이집', 'Daycare')]"
99507,쑥쑥어린이집,Suksuk Nursery School,"[('어린이집', 'Daycare')]"
99509,해성어린이집,Haeseong Nursery School,"[('어린이집', 'Daycare')]"
99602,아름드리어린이집,Beautiful Nursery,"[('어린이집', 'Daycare')]"
100008,정철어학원주니어 인하캠퍼스,Jeongcheol Language School Junior Inha Campus,"[('학원', 'Academy')]"
100342,사과나무어린이집,Apple Tree Nursery,"[('어린이집', 'Daycare')]"
100474,사랑숲어린이집,Love Forest Nursery School,"[('어린이집', 'Daycare')]"
100479,꿈드림유치원,Dream Dream Kindergarten,"[('유치원', 'Kindergarden')]"
100507,검단5동어린이집,Geomdan 5-dong Nursery School,"[('어린이집', 'Daycare')]"
100569,신아유치원,Shina Kindergarten,"[('유치원', 'Kindergarden')]"
100809,인천공항유치원,Incheon Airport Kindergarten,"[('유치원', 'Kindergarden')]"
100914,인천상정초등학교병설유치원,Incheon Sangjeong Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
100996,새하늘어린이집,New Sky Nursery,"[('어린이집', 'Daycare')]"
101038,송도예랑어린이집,Songdo Yerang Nursery School,"[('어린이집', 'Daycare')]"
101107,열공수학,thermodynamics,"[('수학', 'Math')]"
101129,파밀리에어린이집,Familia Nursery School,"[('어린이집', 'Daycare')]"
101209,더타워지혜어린이집,The Tower Wisdom Nursery School,"[('어린이집', 'Daycare')]"
101298,인천월드요리학원,Incheon World Culinary Institute,"[('학원', 'Academy')]"
101395,로뎀나무어린이집,Rodem Tree Nursery,"[('어린이집', 'Daycare')]"
101479,인천한별초등학교병설유치원,Incheon Hanbyeol Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
101520,고잔초등학교병설유치원,Kindergarten attached to Gojan Elementary School,"[('유치원', 'Kindergarden')]"
101545,지석초등학교병설유치원,Kindergarten attached to Jiseok Elementary School,"[('유치원', 'Kindergarden')]"
101563,새싹유치원,Sprout Kindergarten,"[('유치원', 'Kindergarden')]"
101640,GNJ 영수학원,GNJ Youngsu Academy,"[('수학', 'Math')]"
101683,맘앤맘어린이집,Mom & Mom Nursery,"[('어린이집', 'Daycare')]"
101732,하니어린이집,Hani Nursery,"[('어린이집', 'Daycare')]"
101755,꿈초롱어린이집,Dream Chorong Nursery School,"[('어린이집', 'Daycare')]"
101859,오종혁국어학원,Jonghyuk Oh Korean Language School,"[('학원', 'Academy')]"
101873,제니영어정수학학원,Jenny English Integrity Academy,"[('수학', 'Math')]"
101902,인천길주초등학교 병설유치원,Incheon Gilju Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
102099,사랑유치원,love kindergarten,"[('유치원', 'Kindergarden')]"
102163,문임서예한문학원,Munim Calligraphy School of Korean Literature,"[('학원', 'Academy')]"
102266,오르다국어학원1관,Orda Language School Building 1,"[('학원', 'Academy')]"
102345,눈높이러닝센터 가좌한신학원,Noonnoppi Gajwa Hanshin Academy,"[('센터', 'Center')]"
102395,도림어린이집,Dorim Nursery School,"[('어린이집', 'Daycare')]"
102510,강화유치원,Ganghwa Kindergarten,"[('유치원', 'Kindergarden')]"
102589,소담어린이집,Sodam Nursery School,"[('어린이집', 'Daycare')]"
102707,청라CLS어학원,Cheongna CLS Language School,"[('학원', 'Academy')]"
102750,태양창의아트어린이집,Sun Creative Art Nursery,"[('어린이집', 'Daycare')]"
102850,해나라어린이집,Haenara Nursery School,"[('어린이집', 'Daycare')]"
102885,그학원,that school,"[('학원', 'Academy')]"
102891,인천만월초등학교병설유치원,Incheon Manwol Elementary School Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
102914,포인트영수전문학원,Point Reception School,"[('학원', 'Academy')]"
103029,청송어린이집,Cheongsong Nursery School,"[('어린이집', 'Daycare')]"
103061,은샘영수학원,Eunsam Young Training Academy,"[('수학', 'Math')]"
103117,산곡초등학교병설유치원,Kindergarten attached to Sangok Elementary School,"[('유치원', 'Kindergarden')]"
103429,동화랑어린이집,Fairy Tale Nursery,"[('어린이집', 'Daycare')]"
103438,수자인어린이집,Sujain Nursery School,"[('어린이집', 'Daycare')]"
103578,신진중장비운전학원,Shinjin Heavy Equipment driving school,"[('학원', 'Academy')]"
103596,유보라어린이집,Yu Bora Nursery School,"[('어린이집', 'Daycare')]"
103666,강태우어학원 인천논현캠퍼스,Kang Taewoo Language School Incheon Nonhyeon Campus,"[('학원', 'Academy')]"
103669,열린우리어린이집,open nursery school,"[('어린이집', 'Daycare')]"
103698,트니크니어린이집,Tonikni Nursery School,"[('어린이집', 'Daycare')]"
103719,한성자동차운전전문학원,Hansung Motor  Driving School,"[('학원', 'Academy')]"
104049,작은별재능어린이집,Little Star Talent Nursery,"[('어린이집', 'Daycare')]"
104050,콩어린이집,Bean Nursery,"[('어린이집', 'Daycare')]"
104081,해밀어린이집,Haemil Nursery School,"[('어린이집', 'Daycare')]"
104093,숲자연어린이집,Forest Nature Nursery,"[('어린이집', 'Daycare')]"
104156,공촌초등학교병설유치원,Kindergarten attached to Gongchon Elementary School,"[('유치원', 'Kindergarden')]"
104161,프라임명지유치원,Prime Myungji Kindergarten,"[('유치원', 'Kindergarden')]"
104303,예일몬테소리어린이집,Yale Montessori Kindergarten,"[('어린이집', 'Daycare')]"
104359,부광초등학교병설유치원,Kindergarten attached to Bugwang Elementary School,"[('유치원', 'Kindergarden')]"
104385,임광영어수학학원,Euclid math academy,"[('영어', 'English')]"
104429,삼성영어 도화초교실,Samsung English Dohwa Elementary School,"[('교실', 'Class')]"
104454,예은어린이집,Yeeun Nursery School,"[('어린이집', 'Daycare')]"
104497,행복한학원,happy school,"[('학원', 'Academy')]"
104505,YBM잉글루어학원 부평삼산제1캠퍼스,YBM English Language School Bupyeong Samsan 1st Campus,"[('학원', 'Academy')]"
104525,한국직업능력전문학원,Korea Vocational Competency College,"[('학원', 'Academy')]"
104544,고은어린이집,Goeun Nursery School,"[('어린이집', 'Daycare')]"
104575,천주교백령성당성모유치원,Catholic Baengnyeong Cathedral Our Lady's Kindergarten,"[('유치원', 'Kindergarden')]"
104637,제니스토플어학원,Zenithople Language School,"[('학원', 'Academy')]"
104866,늘해랑어린이집,Neulhaerang Nursery School,"[('어린이집', 'Daycare')]"
104954,작은별하어린이집,Little Byeolha Nursery School,"[('어린이집', 'Daycare')]"
105071,새미일유치원,Sammyil Kindergarten,"[('유치원', 'Kindergarden')]"
105100,리틀향기어린이집,Little Hyanggi Nursery School,"[('어린이집', 'Daycare')]"
105205,주공어린이집,Jugong Nursery School,"[('어린이집', 'Daycare')]"
105237,꿈쟁이어린이집,dream nursery school,"[('어린이집', 'Daycare')]"
105313,태평뿌리어린이집,Taepyeong Root Nursery,"[('어린이집', 'Daycare')]"
105330,근로복지공단인천어린이집,Korea Labor Welfare Corporation Incheon Day care Center,"[('어린이집', 'Daycare')]"
105376,후정초등학교병설유치원,Kindergarten attached to Hujeong Elementary School,"[('유치원', 'Kindergarden')]"
105433,동심유치원,Concentric Kindergarten,"[('유치원', 'Kindergarden')]"
105628,아이꽃어린이집,child flower nursery,"[('어린이집', 'Daycare')]"
105826,숭의유치원,Sungui Kindergarten,"[('유치원', 'Kindergarden')]"
105907,열매어린이집,Fruit Nursery,"[('어린이집', 'Daycare')]"
105925,꿈나무어린이집,Dream Tree Nursery,"[('어린이집', 'Daycare')]"
105930,해바라기숲어린이집,Sunflower Forest Nursery School,"[('어린이집', 'Daycare')]"
106069,지앤비어학원 석남3캠퍼스,G&B Language School Seoknam 3 Campus,"[('학원', 'Academy')]"
106131,정철어학원 부평캠퍼스,Jeongcheol Language School Bupyeong Campus,"[('학원', 'Academy')]"
106365,진명유치원,Jinmyung Kindergarten,"[('유치원', 'Kindergarden')]"
106407,EiE어학원 인천구월아시아드캠퍼스,EiE Language School Incheon Guwol Asiad Campus,"[('학원', 'Academy')]"
106425,엄마사랑어린이집,mother love nursery,"[('어린이집', 'Daycare')]"
106554,인천검암유치원,Incheon Geomam Kindergarten,"[('유치원', 'Kindergarden')]"
106613,대동아이숲어린이집,Daedong Children's Forest Day care Center,"[('어린이집', 'Daycare')]"
106783,외대어학원 송도캠퍼스,University of Foreign Studies Songdo Campus,"[('학원', 'Academy')]"
106801,인천삼성어린이집,Incheon Samsung Day care Center,"[('어린이집', 'Daycare')]"
106803,플러스어린이집,Plus Nursery,"[('어린이집', 'Daycare')]"
106822,예삐어린이집,Yepi Nursery School,"[('어린이집', 'Daycare')]"
107020,행복한용마루어린이집,Happy Yongmaru Nursery School,"[('어린이집', 'Daycare')]"
107171,GNB어학원간재울캠퍼스,GNB Language School Ganjaeul Campus,"[('학원', 'Academy')]"
107206,아기사랑어린이집,baby love nursery,"[('어린이집', 'Daycare')]"
107396,인성영수학원,Inseong Young Academy,"[('수학', 'Math')]"
107520,친구사랑어린이집,friend love nursery,"[('어린이집', 'Daycare')]"
107521,예랑어린이집,Yerang Nursery School,"[('어린이집', 'Daycare')]"
107602,대주피오레어린이집,Daeju Fiore Day care Center,"[('어린이집', 'Daycare')]"
107633,민들레어린이집,Dandelion Nursery,"[('어린이집', 'Daycare')]"
107772,하늘땅유치원,Sky Earth Kindergarten,"[('유치원', 'Kindergarden')]"
107848,인천공항초등학교 신도분교장병설유치원,Incheon Airport Elementary School,"[('유치원', 'Kindergarden')]"
107862,줄리킴영어학원,Julie Kim English School,"[('학원', 'Academy')]"
107881,다빛음악미술학원,Dabit School of Music and Art,"[('학원', 'Academy')]"
107894,아이사랑어린이집,child love nursery,"[('어린이집', 'Daycare')]"
107940,서창초등학교병설유치원,Kindergarten attached to Seochang Elementary School,"[('유치원', 'Kindergarden')]"
108108,인천청람초등학교 병설유치원,Incheon Cheongnam Elementary School  Auxiliary Kindergarten,"[('유치원', 'Kindergarden')]"
108179,엘린어린이집,Elin Nursery,"[('어린이집', 'Daycare')]"
108182,예린어린이집,Yerin Nursery School,"[('어린이집', 'Daycare')]"
108225,포그니어린이집,Pogney Nursery,"[('어린이집', 'Daycare')]"
108285,햇살그린어린이집,Sunshine Green Nursery,"[('어린이집', 'Daycare')]"
108286,예일음학학원,Yale School of Music,"[('학원', 'Academy')]"
108311,해님나라유치원,Haenim Country  Kindergarten,"[('유치원', 'Kindergarden')]"
108359,스카이글로벌어학원,Sky Global Language School,"[('학원', 'Academy')]"
108423,단봉초등학교병설유치원,Kindergarten attached to Danbong Elementary School,"[('유치원', 'Kindergarden')]"
108484,예크어린이집,Yek Nursery,"[('어린이집', 'Daycare')]"
108505,초록몬테소리어린이집,Green Montessori Nursery School,"[('어린이집', 'Daycare')]"
108559,정민유치원,Jeongmin Kindergarten,"[('유치원', 'Kindergarden')]"
108592,영광어린이집,Yeonggwang Nursery School,"[('어린이집', 'Daycare')]"
108640,예원유치원,Yewon Kindergarten,"[('유치원', 'Kindergarden')]"
108649,사랑어린이집,love nursery,"[('어린이집', 'Daycare')]"
108706,믿고 보내는 바다유치원,sea kindergarten,"[('유치원', 'Kindergarden')]"
108874,제이오캐드디자인학원,JOCAD DESIGN SCHOOL,"[('학원', 'Academy')]"
108907,하늘별빛어린이집,Sky Starlight Nursery School,"[('어린이집', 'Daycare')]"
109041,홍익유치원,Hongik Kindergarten,"[('유치원', 'Kindergarden')]"
109151,꼬마숲어린이집,Little Forest Nursery School,"[('어린이집', 'Daycare')]"
109186,꼬마별하어린이집,Little Byeolha Nursery School,"[('어린이집', 'Daycare')]"
109196,EiE어학원 인천용현학익캠퍼스,EiE Language School Incheon Yonghyeonhakik Campus,"[('학원', 'Academy')]"
109326,예원음악원,Yewon Conservatory,"[('음악', 'Music')]"
109639,예꿈어린이집,Yes Dream Nursery,"[('어린이집', 'Daycare')]"
109705,EiE어학원 인천청천캠퍼스,EiE Language School Incheon Cheongcheon Campus,"[('학원', 'Academy')]"
109731,HB 구월해법영수학원,HB Guwol Haebeop Training Academy,"[('수학', 'Math')]"
109836,우리랑어린이집,Nursery with us,"[('어린이집', 'Daycare')]"
109874,사랑나무어린이집,Love Tree Nursery,"[('어린이집', 'Daycare')]"
110043,하늘소망어린이집,Sky Hope Nursery School,"[('어린이집', 'Daycare')]"
110152,청송유치원,Cheongsong Kindergarten,"[('유치원', 'Kindergarden')]"
110209,예랑예능어린이집,Yerang Entertainment Nursery School,"[('어린이집', 'Daycare')]"
110528,꽃망울어린이집,Flower Blossom Nursery,"[('어린이집', 'Daycare')]"
110620,강화남산군립어린이집,Ganghwa Namsan County Day care Center,"[('어린이집', 'Daycare')]"
110679,푸르미어린이집,Purmi Nursery School,"[('어린이집', 'Daycare')]"
110729,하늘숲어린이집,Sky Forest Nursery School,"[('어린이집', 'Daycare')]"
110740,대동어린이집,Daedong Nursery School,"[('어린이집', 'Daycare')]"
110754,한길초등학교병설유치원,Kindergarten attached to Hangil Elementary School,"[('유치원', 'Kindergarden')]"
110795,루원어린이집,Luwon Nursery School,"[('어린이집', 'Daycare')]"
110891,굴포초등학교병설유치원,Kindergarten attached to Gulpo Elementary School,"[('유치원', 'Kindergarden')]"
110945,영흥빛누리어린이집,Yeongheung Bitnuri Day care Center,"[('어린이집', 'Daycare')]"
111381,미예뜰유치원,Miye Garden Kindergarten,"[('유치원', 'Kindergarden')]"
111408,진산초등학교병설유치원,Kindergarten attached to Jinsan Elementary School,"[('유치원', 'Kindergarden')]"
111537,마스터뷰어린이집,Masterview Nursery School,"[('어린이집', 'Daycare')]"
