,OID_,id,name,name_alias,name_eng,category,subcategory,lon,lat,country,country_code,language_code,sd,sgg,sgg_sub,emd,ri,street,number_st,number_jb,update_date,dwnm,result
106992,106993,3258437,고기종치과의원,,Meat Species Dental Clinic,Professional and Other Places,Dentist,126.7322866527359,37.46156700899508,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수서로,56,1117-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
107145,107146,141800,장치과의원,,device department,Professional and Other Places,Dentist,126.48695869999986,37.7460759999999,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,강화대로,400,172-8,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
108074,108075,4329086,서울수치과의원,수치과의원,Seoul Dental Clinic,Professional and Other Places,Dentist,126.71502380116888,37.44319889688598,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,613,1514-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
108340,108341,975719,고려치과의원,,Korea Dental Clinic,Professional and Other Places,Dentist,126.48604489999984,37.74731689999991,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,관청리,동문안길,9-1,488-2,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
108493,108494,3132847,신현굿모닝치과의원,굿모닝치과의원,Shinhyeon Good Morning Dental Clinic,Professional and Other Places,Dentist,126.67319078201588,37.51863882888599,대한민국,KOR,KOR,인천광역시,서구,,가정동,,가정로,378,505,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
108579,108580,272160,해담치과의원,해담치과의원,Hadam Dental Clinic,Professional and Other Places,Dentist,126.73886434765194,37.5275834578623,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,아나지로417번길,20,614-5,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
108802,108803,767497,서울미치과의원,이치과의원,Seoul Dental Clinic ,Professional and Other Places,Dentist,126.70825449999992,37.45117039999978,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로,772,1195,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
108985,108986,4341610,서울THE좋은치과의원,서울THE좋은치과의원,Seoul THE Good Dental Clinic,Professional and Other Places,Dentist,126.56428926902979,37.48889994198596,대한민국,KOR,KOR,인천광역시,중구,,중산동,,하늘별빛로,59,1886-2,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
109068,109069,177328,웰치과의원,,Welch Clinic,Professional and Other Places,Dentist,126.67510904864788,37.54230849621099,대한민국,KOR,KOR,인천광역시,서구,,심곡동,,심곡로49번길,1,253-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
109280,109281,3438999,건강한e치과의원,건강한이치과의원,healthy e-dentistry,Professional and Other Places,Dentist,126.6898050077519,37.459631084435976,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경원대로,862,939-35,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
110109,110110,988792,연세프라임치과의원,프라임치과의원,Yonsei Prime Dental Clinic,Professional and Other Places,Dentist,126.70155920404191,37.449823657522174,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,582,1126-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
111133,111134,27056476,강플란트치과의원,,Kang Plant Dental Clinic,Professional and Other Places,Dentist,126.67429669999996,37.59328459999984,대한민국,KOR,KOR,인천광역시,서구,,당하동,,원당대로,660,1092-1,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
111209,111210,695084,스마일치과의원,,Smile Dental Clinic ,Professional and Other Places,Dentist,126.69405168267788,37.44313224864946,대한민국,KOR,KOR,인천광역시,미추홀구,,관교동,,주승로,222,492-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
111405,111406,5654510,이인학치과의원,,Inhak Lee Dental Clinic,Professional and Other Places,Dentist,126.68888695143887,37.458118525548485,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,439,1005-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
111539,111540,980177,물방울치과의원,,Water Drop Dental Clinic,Professional and Other Places,Dentist,126.72182048375991,37.45594680804847,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,구월로,279,906-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
111609,111610,953595,남치과의원,,Nam Dental Clinic,Professional and Other Places,Dentist,126.66065330182488,37.48466318690257,대한민국,KOR,KOR,인천광역시,동구,,송림동,,봉수대로,98,296,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
111625,111626,417694,업백치과의원,백치과의원,Upbaek Dental Clinic,Professional and Other Places,Dentist,126.71001341956192,37.5335067963701,대한민국,KOR,KOR,인천광역시,계양구,,효성동,,안남로,565,51-2,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
111649,111650,804096,사람사랑치과의원 부평지점,사람사랑치과부평지점,Sarangsarang Dental Clinic Bupyeong Branch,Professional and Other Places,Dentist,126.72328062513392,37.49350734924771,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평대로,24,199-20,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
111757,111758,4328525,제이치과의원,,J Dental Clinic,Professional and Other Places,Dentist,126.64843879999997,37.397594699999765,대한민국,KOR,KOR,인천광역시,연수구,,송도동,,신송로,161,21-14,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
111928,111929,606037,이진치과의원,,Leejin Dental Clinic,Professional and Other Places,Dentist,126.70762046991884,37.44719358607579,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,남동대로,728,1191-10,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
112009,112010,4345055,아름드림치과의원,,Beautiful Dream Dental Clinic,Professional and Other Places,Dentist,126.73611309178597,37.40544711643695,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,청능대로718번길,31,109-176,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
112106,112107,367604,이레치과의원,,Ire Dental Clinic,Professional and Other Places,Dentist,126.63921331140185,37.450186338662654,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금남로,65,627-73,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
112144,112145,784812,세느치과의원,세느치과의원,Seine Dental Clinic,Professional and Other Places,Dentist,126.72166279999996,37.52773219999983,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,효서로,230,444-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
112899,112900,481538,조성주치과의원,,Chosungju Dental Clinic,Professional and Other Places,Dentist,126.70331709140788,37.49522239984199,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,192-1,362-17,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
113089,113090,518036,스마일치과,스마일치과의원,Smile Dental,Professional and Other Places,Dentist,126.73716252690394,37.53927561188571,대한민국,KOR,KOR,인천광역시,계양구,,용종동,,계양문화로,96,209-3,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
113184,113185,862677,신세계치과의원,,Shinsegae Dental Clinic,Professional and Other Places,Dentist,126.7222150860679,37.53274538460239,대한민국,KOR,KOR,인천광역시,계양구,,작전동,,계양대로,101,853-31,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
113197,113198,194144,이흥우치과의원,,Heungwoo Lee Dental Clinic,Professional and Other Places,Dentist,126.64570700000486,37.47493899999798,대한민국,KOR,KOR,인천광역시,동구,,송림동,,동산로,86,60-69,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
113215,113216,1854595,미소담치과의원,,Smile Dental Clinic,Professional and Other Places,Dentist,126.72221655869193,37.40171739296435,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로123번길,35,632-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
113965,113966,1851796,탄탄치과의원,,Tantan Dental Clinic,Professional and Other Places,Dentist,126.6381789003648,37.452295418252056,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,토금중로,46,617-8,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
114450,114451,1871490,다시젊어지는치과의원,서민치과의원,Rejuvenating Dental Clinic,Professional and Other Places,Dentist,126.70126029999972,37.44363649999941,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로489번길,4,1469,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
114753,114754,906475,흰돌치과의원,,White Stone Dental Clinic,Professional and Other Places,Dentist,126.6692485801889,37.40046970524615,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,먼우금로,19,943,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
114897,114898,364602,키즈프라임치과의원,키즈프라임치과의원,Kids Prime Dental Clinic,Professional and Other Places,Dentist,126.73835412633592,37.535532947007226,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,오조산로,53,1080-2,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
114930,114931,909078,김식만치과,김식만치과의원,Sikman Kim Dental Clinic,Professional and Other Places,Dentist,126.64970041487582,37.45760202740967,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독배로,426,459-3,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
114943,114944,4888397,서울에스연합치과,서울S연합치과,Seoul S-Yeon Dental Clinic,Professional and Other Places,Dentist,126.63795449946385,37.45203773226316,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,낙섬중로,42-2,617-24,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
114963,114964,1253029,서울플러스치과,플러스치과,Seoul Plus Dental Clinic,Professional and Other Places,Dentist,126.72457100182592,37.40146150025584,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,114,616-3,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
115158,115159,1252186,연수예스치과의원,,Yeonsu Yes Dental Clinic,Professional and Other Places,Dentist,126.67672279999996,37.412994499999776,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,청능대로,109,599-5,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
115536,115537,4348462,친절한 홍치과의원,,Friendly Hong Dental Clinic,Professional and Other Places,Dentist,126.62838141589484,37.47947253241538,대한민국,KOR,KOR,인천광역시,동구,,화수동,,운교로,6,287-32,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
115561,115562,434611,연세손치과의원,손치과의원,Yonsei Son Dental Clinic,Professional and Other Places,Dentist,126.70453404685588,37.5171330899324,대한민국,KOR,KOR,인천광역시,부평구,,청천동,,마장로,438,174-3,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
115579,115580,1046397,연세조아치과의원,연세조아치과의원,Yonsei Joa Dental Clinic,Professional and Other Places,Dentist,126.67041763020391,37.595854303112304,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,36,1001-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
115842,115843,277634,세란치과의원,세란치과의원,Seran Dental Clinic,Professional and Other Places,Dentist,126.72057206381292,37.49371039777529,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부평문화로,38,261-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
116021,116022,753403,예미안치과의원,예미안치과의원,Yemian Dental Clinic,Professional and Other Places,Dentist,126.70377214889687,37.507778372450495,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,마장로,334,99-5,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
116079,116080,927231,검암웰치과의원,검암웰치과의원,Geomam Wel Dental Clinic,Professional and Other Places,Dentist,126.6834221441419,37.56757348034181,대한민국,KOR,KOR,인천광역시,서구,,검암동,,승학로,577,508-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
116624,116625,717596,박기유치과,박기유치과의원,Park Ki Kindergarten,Professional and Other Places,Dentist,126.73665026042195,37.50460379242529,대한민국,KOR,KOR,인천광역시,부평구,,부개동,,충선로,170-3,12-433,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
116677,116678,4331572,서울바온치과의원,,Seoul Baon Dental Clinic,Professional and Other Places,Dentist,126.67919359999992,37.4668008999998,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,석정로,392,25-30,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
116711,116712,20063833,학익굿모닝치과의원,,Hakik Good Morning Dental Clinic,Professional and Other Places,Dentist,126.66403085142088,37.443262175719454,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,135,260-34,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
116822,116823,3265631,서울경로치과의원,,Seoul Senior Dental Clinic,Professional and Other Places,Dentist,126.48990289999983,37.743169399999886,대한민국,KOR,KOR,인천광역시,강화군,,강화읍,갑곳리,강화대로,361,204-2,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
117214,117215,565957,초이스치과의원,초이스치과의원,Choice Dental Clinic,Professional and Other Places,Dentist,126.72223491656992,37.537265622957214,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,계양대로,149,987-19,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
117472,117473,1261774,샘모아치과의원,,Sammoa Dental Clinic,Professional and Other Places,Dentist,126.7021311207059,37.44348132092656,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인하로,497-8,1470,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
117901,117902,1058871,사랑이가득한치과의원,사랑가득한치과,A dental clinic full of love,Professional and Other Places,Dentist,126.73897089999991,37.5449462999998,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,장제로,876,432-5,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
118046,118047,339952,이편한치과,,Lee Pyeon Han Dental Clinic,Professional and Other Places,Dentist,126.73054649999992,37.40426149999974,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,소래역로,95,604-1,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
118143,118144,5718023,연세탑치과의원,,Yonsei Top Dental Clinic ,Professional and Other Places,Dentist,126.71453965094793,37.50331717832088,대한민국,KOR,KOR,인천광역시,부평구,,산곡동,,원적로,434,137-13,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
118242,118243,5719039,파랑새치과의원,,Blue Bird Dental Clinic,Professional and Other Places,Dentist,126.65027323164188,37.53267489416858,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로,594,162-15,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
118430,118431,20065763,바른이치과교정과치과의원, ,Bareun Dental Clinic,Professional and Other Places,Dentist,126.69395319999992,37.45728149999979,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,구월로,32-1,1584-3,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
118503,118504,1871411,명치과의원,,Myung Dental Clinic ,Professional and Other Places,Dentist,126.74229013196295,37.54682583853028,대한민국,KOR,KOR,인천광역시,계양구,,병방동,,병방로,13,137-8,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
118775,118776,27491366,청라이플란트치과의원,,Cheongrei Plant Dental Clinic,Professional and Other Places,Dentist,126.65026589999997,37.53342309999981,대한민국,KOR,KOR,인천광역시,서구,,청라동,,중봉대로,602,162-3,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
118809,118810,4350125,레몬트리치과의원,,Lemon Tree Dental Clinic,Professional and Other Places,Dentist,126.75185889999996,37.42204729999979,대한민국,KOR,KOR,인천광역시,남동구,,서창동,,서창남로,16-42,722-1,2022-08-26 9:52:19,"의료시설||병원||병원,의원||치과||치과-일반",False
118930,118931,389547,박선희치과의원,,Park Seon-hee Dental Clinic,Professional and Other Places,Dentist,126.63177819999994,37.474457899999805,대한민국,KOR,KOR,인천광역시,중구,,인현동,,참외전로,134,23-2,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
118938,118939,741443,위드치과의원,,With Dental Clinic,Professional and Other Places,Dentist,126.6765712441189,37.59253994422583,대한민국,KOR,KOR,인천광역시,서구,,당하동,,청마로,171,1096-2,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
119164,119165,5658058,미소담치과의원,,Smile Dental Clinic,Professional and Other Places,Dentist,126.73810458011793,37.54475194605162,대한민국,KOR,KOR,인천광역시,계양구,,임학동,,장제로,867,67-9,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
119246,119247,3439840,해맑은치과의원,,Haemaun Dental Clinic,Professional and Other Places,Dentist,126.69366099999984,37.465852999999754,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,방축로,503,893-1,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
119333,119334,4340067,기쁜우리치과의원,,Happy Woori Dental Clinic,Professional and Other Places,Dentist,126.72174252347392,37.40100346675744,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,청능대로,563,631-7,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
119454,119455,4348479,라인플란트치과의원,,Line Plant Dental Clinic,Professional and Other Places,Dentist,126.74719044602296,37.56696532939653,대한민국,KOR,KOR,인천광역시,계양구,,귤현동,,양지로,151,504-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
119567,119568,306729,원흥영치과의원,,Wonheung Young Dental Clinic,Professional and Other Places,Dentist,126.6959912180539,37.44755398250958,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,문화서로23번길,4,1359-18,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
119746,119747,471300,탑치과의원,,Top Dental Clinic,Professional and Other Places,Dentist,126.73326196888392,37.45459574947007,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,123,956-2,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
119892,119893,122974,솔빛치과의원,,Solbit Dental Clinic,Professional and Other Places,Dentist,126.63622599999977,37.47916499999976,대한민국,KOR,KOR,인천광역시,동구,,송현동,,송현로,38,158,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
120565,120566,1272270,동양수치과의원,,Oriental Dental Clinic,Professional and Other Places,Dentist,126.75608808969994,37.55899665008861,대한민국,KOR,KOR,인천광역시,계양구,,동양동,,동양로,101,580,2022-06-07 17:23:36,"의료시설||병원||병원,의원||치과||치과-일반",False
120754,120755,201742,열린치과의원,,Open Dental Clinic,Professional and Other Places,Dentist,126.65758607390693,37.602318182466206,대한민국,KOR,KOR,인천광역시,서구,,마전동,,완정로,170,910-2,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
120822,120823,308889,박성빈치과의원,,Park Seong-bin Dental Clinic,Professional and Other Places,Dentist,126.69283999999996,37.41834599999979,대한민국,KOR,KOR,인천광역시,연수구,,연수동,,함박뫼로,250,582,2022-05-01 12:37:48,"의료시설||병원||병원,의원||치과||치과-일반",False
120844,120845,1262688,서울치과의원,,Seoul Dental Clinic,Professional and Other Places,Dentist,126.7194219196169,37.45387717206068,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,802,1264-18,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
121019,121020,802783,편한세상부부치과의원,,Comfortable World Dental Clinic,Professional and Other Places,Dentist,126.71929614645693,37.452883218308365,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,호구포로,790,1265-13,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
121086,121087,907469,고은치과의원,,Goeun Dental Clinic,Professional and Other Places,Dentist,126.6736177358009,37.439351565611055,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,매소홀로,466,661-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
121282,121283,224811,행복치과의원,,Happy Dental Clinic,Professional and Other Places,Dentist,126.74105789999999,37.53584339999983,대한민국,KOR,KOR,인천광역시,계양구,,계산동,,용종로,23,1084-3,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
121408,121409,583400,이원준치과의원,,Wonjun Lee Dental Clinic,Professional and Other Places,Dentist,126.67733699999992,37.40664499999977,대한민국,KOR,KOR,인천광역시,연수구,,동춘동,,원인재로,88,925-7,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
121813,121814,1264854,유디치과의원 인천구월점,유디치과,UD Dental Clinic Incheon Guwol Branch,Professional and Other Places,Dentist,126.70322179688488,37.45123884856109,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,예술로192번길,31,1129-7,2022-08-08 10:29:42,"의료시설||병원||병원,의원||치과||치과-일반",False
122057,122058,3109558,서울나무치과의원,,Seoul Namoo Dental Clinic,Professional and Other Places,Dentist,126.63336808216187,37.47701927692568,대한민국,KOR,KOR,인천광역시,동구,,송현동,,송현로,1,72-129,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
122123,122124,27172958,서울S클래스치과,,Seoul S Class Dental Clinic,Professional and Other Places,Dentist,126.72565424678892,37.39890905474326,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,85,746-2,2022-08-12 13:15:03,"의료시설||병원||병원,의원||치과||치과-일반",False
122135,122136,1871596,부평미건치과의원,,Megan Dental Clinic,Professional and Other Places,Dentist,126.7268032999999,37.5158605999998,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,주부토로,236,94,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
122862,122863,227946,새하늘치과의원,,Saeseul Dental Clinic,Professional and Other Places,Dentist,126.67866156832687,37.51209361197718,대한민국,KOR,KOR,인천광역시,서구,,석남동,,서달로,151,470-14,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
122986,122987,424983,선치과의원,,Sun Dental Clinic ,Professional and Other Places,Dentist,126.73325209999992,37.460261499999774,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,만수로,43,72-55,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
123154,123155,345375,김서구치과의원,김서구치과의원,Seogu Kim Dental Clinic,Professional and Other Places,Dentist,126.67047841857688,37.44061119598196,대한민국,KOR,KOR,인천광역시,미추홀구,,학익동,,소성로,201,128-28,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
123205,123206,168037,송원빈치과의원,송원빈치과의원,Song Won Bin Dental Clinic,Professional and Other Places,Dentist,126.64984995332986,37.457328499819766,대한민국,KOR,KOR,인천광역시,미추홀구,,용현동,,독배로,422,459-4,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
123274,123275,318982,이편한치과의원,이편한치과의원,Lee Pyeon Han Dental Clinic ,Professional and Other Places,Dentist,126.72022814476692,37.46292856141898,대한민국,KOR,KOR,인천광역시,남동구,,간석동,,호구포로,901,917-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
123400,123401,756558,이동환치과의원,,Donghwan Lee Dental Clinic,Professional and Other Places,Dentist,126.6826126697119,37.45810798749598,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,384,434-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
123511,123512,866844,서울트리니티치과,서울트리니티치과의원,Seoul Trinity Dental Clinic,Professional and Other Places,Dentist,126.68344097768288,37.45803432228507,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,392,431-1,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
124234,124235,1252281,아름다운모아치과의원,,Beautiful Moa Dental Clinic,Professional and Other Places,Dentist,126.72378802493192,37.40201766780765,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,논고개로,121,631-11,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
124339,124340,4344527,미소드림치과의원,,Smile Dream Dental Clinic,Professional and Other Places,Dentist,126.61249645044788,37.594395153134926,대한민국,KOR,KOR,인천광역시,서구,,오류동,,보듬5로,5,1640-1,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
124353,124354,5654498,박중호치과의원,,Park Jung-ho Dental Clinic,Professional and Other Places,Dentist,126.68057133561588,37.45864998304808,대한민국,KOR,KOR,인천광역시,미추홀구,,주안동,,경인로,363-1,186-9,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
124522,124523,530931,소래사랑치과의원,사랑치과의원,Sorae Love Dental Clinic,Professional and Other Places,Dentist,126.73712327331296,37.403693635072074,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,앵고개로,963,109-147,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
124745,124746,3459712,수자인치과의원,,Suja Dental Clinic,Professional and Other Places,Dentist,126.74577717817095,37.55530895997729,대한민국,KOR,KOR,인천광역시,계양구,,박촌동,,장제로,1004,319,2022-08-30 9:43:30,"의료시설||병원||병원,의원||치과||치과-일반",False
125061,125062,502852,양은성치과의원,양은성치과의원,Yang Eun-seong Dental Clinic,Professional and Other Places,Dentist,126.72532053787594,37.498652633387294,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,부흥로,301,415-16,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
125108,125109,288436,안성모치과의원,,Anseong Mo Dental Clinic,Professional and Other Places,Dentist,126.73071123680393,37.50411377974779,대한민국,KOR,KOR,인천광역시,부평구,,부평동,,장제로,205,10-152,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
125736,125737,396399,미소진치과의원,미소진치과의원,Smile Dental Clinic,Professional and Other Places,Dentist,126.72624842720292,37.511603796276,대한민국,KOR,KOR,인천광역시,부평구,,갈산동,,굴포로,48,367,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
126011,126012,4337678,서울휴플러스치과의원,,Seoul Huplus Dental Clinic,Professional and Other Places,Dentist,126.67299760815588,37.5033033466381,대한민국,KOR,KOR,인천광역시,서구,,석남동,,거북로,99,541-15,2022-08-16 16:52:33,"의료시설||병원||병원,의원||치과||치과-일반",False
126112,126113,869610,연세김치과의원,김치과의원,Yonsei Kimchi Clinic,Professional and Other Places,Dentist,126.72601285807688,37.46013179997208,대한민국,KOR,KOR,인천광역시,남동구,,만수동,,백범로,212,861-6,2022-08-18 12:00:50,"의료시설||병원||병원,의원||치과||치과-일반",False
126315,126316,5726117,소래미소치과의원,,Sorae Smile Dental Clinic,Professional and Other Places,Dentist,126.73370174874388,37.40169763875564,대한민국,KOR,KOR,인천광역시,남동구,,논현동,,앵고개로,928,671-1,2022-08-24 14:41:06,"의료시설||병원||병원,의원||치과||치과-일반",False
126549,126550,962536,치유치과의원,,Healing Dental Clinic,Professional and Other Places,Dentist,126.7107406312179,37.44927957712228,대한민국,KOR,KOR,인천광역시,남동구,,구월동,,인주대로,664,279-3,2022-09-06 15:18:26,"의료시설||병원||병원,의원||치과||치과-일반",False
